id,country,shipment_mode,scheduled_delivery_date,delivered_to_client_date,product_group,sub_classification,unit_of_measure_per_pack,line_item_quantity,line_item_value,pack_price,unit_price,weight_kilograms,freight_cost_usd,dosage
18509,South Africa,Ocean,26-Jun-11,7-Apr-11,ARV,Adult,30,64269,427388.85,6.65,0.22,5999,13829.58,300mg
18538,South Africa,Truck,2-Jun-15,2-Jun-15,ARV,Adult,30,4,44.07,11.02,0.37,Weight Captured Separately,Freight Included in Commodity Cost,250mg
18580,Tanzania,Air,24-Jun-14,24-Jun-14,ARV,Pediatric,90,15041,139881.3,9.3,0.1,949,4673.77,200mg
18586,Ghana,Air,10-Nov-14,10-Nov-14,ARV,Adult,60,28853,236594.6,8.2,0.14,3612,18256.1,150/300/200mg
18629,Vietnam,Air,16-Apr-12,16-Apr-12,ARV,Adult,30,6549,92340.9,14.1,0.47,1208,3306.51,600/300/300mg
18633,Sudan,Air,29-Nov-10,29-Nov-10,HRDT,HIV test,20,50,1600.0,32.0,1.6,17,1117.79,
18639,Burundi,Air,5-Jun-12,5-Jun-12,HRDT,HIV test,100,1200,96000.0,80.0,0.8,577,14493.81,
18664,Vietnam,Air,23-Apr-14,23-Apr-14,ARV,Adult,60,1436,16442.2,11.45,0.19,2832,7474.2,300mg
18673,Vietnam,Air,19-Mar-15,19-Mar-15,ARV,Adult,60,9000,72900.0,8.1,0.13,Weight Captured Separately,Invoiced Separately,150/300/200mg
18679,Haiti,Ocean,25-Jul-13,25-Jul-13,ARV,Adult,30,54090,567945.0,10.5,0.35,7140,7992.56,600/300/300mg
18694,Tanzania,Air,21-Oct-09,21-Oct-09,ARV,Adult,30,1000,23670.0,23.67,0.79,335,888,400mg
18708,Zimbabwe,Air Charter,23-Jul-14,23-Jul-14,ARV,Adult,30,35955,167190.75,4.65,0.16,3520,23014.35,300/300mg
18740,Guatemala,Air,21-May-12,21-May-12,ARV,Pediatric,60,161,12174.82,75.62,1.26,Weight Captured Separately,Freight Included in Commodity Cost,50mg
18762,South Africa,Truck,16-Apr-13,16-Apr-13,ARV,Adult,60,216,5512.38,25.52,0.43,Weight Captured Separately,Freight Included in Commodity Cost,300mg
18811,Côte d'Ivoire,Air,7-Feb-14,7-Feb-14,ARV,Pediatric,60,4600,27324.0,5.94,0.1,535,5924.33,100/25mg
18862,Haiti,Air,11-Nov-13,11-Nov-13,HRDT,HIV test,100,4000,400000.0,100.0,1.0,1624,16994.9,
18881,Botswana,Air,16-Mar-11,16-Mar-11,HRDT,HIV test,20,50,1600.0,32.0,1.6,17,617.79,
18904,"Congo, DRC",Air,20-Nov-13,20-Nov-13,ARV,Pediatric,300,30,924.6,30.82,0.1,56,460.9,80/20mg/ml
18923,Tanzania,Air,1-Dec-10,1-Dec-10,ARV,Pediatric,60,426,11114.34,26.09,0.43,45,1013.19,150mg
18980,Tanzania,Air,28-Apr-15,28-Apr-15,HRDT,HIV test,100,336,26880.0,80.0,0.8,139,2234.96,
18992,South Africa,Truck,24-Jul-15,24-Jul-15,ARV,Pediatric,60,9,143.1,15.9,0.26,Weight Captured Separately,Freight Included in Commodity Cost,150mg
18997,Guyana,Air,18-Apr-13,18-Apr-13,ARV,Pediatric,100,172,791.2,4.6,0.05,33,882.81,100mg
19013,South Africa,Air,24-Aug-10,20-Sep-10,ARV,Adult,60,33338,84345.14,2.53,0.04,1791,1791.42,150mg
19014,Mozambique,Air,10-Sep-14,10-Sep-14,HRDT,HIV test,100,3173,253840.0,80.0,0.8,1287,9209,
19019,South Sudan,Air,11-Feb-14,11-Feb-14,HRDT,HIV test,20,25,800.0,32.0,1.6,159,2395.42,
19063,South Sudan,Air,18-Oct-13,18-Oct-13,HRDT,HIV test,20,450,14400.0,32.0,1.6,See ASN-21751 (ID#:13968),See ASN-21751 (ID#:13968),
19080,Haiti,Air,11-Mar-15,11-Mar-15,ARV,Adult,120,15560,287393.2,18.47,0.15,3834,16386.12,200/50mg
19105,Rwanda,Air,22-Jun-12,22-Jun-12,ARV,Pediatric,240,4534,38539.0,8.5,0.04,1631,13116.57,20mg/ml
19142,Vietnam,Air,9-Apr-13,9-Apr-13,ARV,Adult,30,373,8675.98,23.26,0.78,55,17.72,100mg
19146,South Africa,Truck,12-May-15,12-May-15,ARV,Adult,60,11,198.35,18.03,0.3,Weight Captured Separately,Freight Included in Commodity Cost,300mg
19172,South Sudan,Air,2-Jul-15,7-Jul-15,HRDT,HIV test,100,70,6230.0,89.0,0.89,Weight Captured Separately,Invoiced Separately,
19177,Côte d'Ivoire,Air,13-Nov-13,13-Nov-13,HRDT,HIV test,100,4400,352000.0,80.0,0.8,1033,24728.57,
19225,South Africa,Truck,19-Oct-09,19-Oct-09,ARV,Pediatric,100,40,591.97,14.8,0.15,Weight Captured Separately,Freight Included in Commodity Cost,100mg
19241,South Africa,Truck,13-Jan-14,13-Jan-14,ARV,Pediatric,240,16,367.09,22.94,0.1,Weight Captured Separately,Freight Included in Commodity Cost,20mg/ml
19243,Mozambique,Air,3-Sep-11,3-Sep-11,HRDT,HIV test,100,11800,916860.0,77.7,0.78,2675,4969.35,
19244,"Congo, DRC",Air,4-Nov-14,4-Nov-14,HRDT,HIV test,20,9,288.0,32.0,1.6,See ASN-28279 (ID#:13547),See ASN-28279 (ID#:13547),
19246,Tanzania,Air,5-Sep-13,5-Sep-13,ARV,Adult,30,5175,116437.5,22.5,0.75,775,4136.58,300/100mg
19250,Côte d'Ivoire,Air,10-Jun-10,10-Jun-10,ARV,Pediatric,60,4245,40327.5,9.5,0.16,833,1134.5,50mg
19263,Tanzania,Air,30-Jan-12,30-Jan-12,HRDT,HIV test,100,1500,120000.0,80.0,0.8,714,13836.99,
19272,"Congo, DRC",Air,2-Jul-15,2-Jul-15,HRDT,HIV test,20,70,2240.0,32.0,1.6,508,3918.37,
19282,South Africa,Truck,3-Sep-09,3-Sep-09,ARV,Adult,30,800,21392.98,26.74,0.89,Weight Captured Separately,Freight Included in Commodity Cost,300mg
19289,Haiti,Air,23-Jan-14,23-Jan-14,ARV,Adult,120,646,12480.72,19.32,0.16,166,737.11,200/50mg
19293,Mozambique,Air,4-Dec-09,4-Dec-09,ARV,Adult,60,4,214.84,53.71,0.9,155,Freight Included in Commodity Cost,300/150/300mg
19335,Sudan,Air,20-Feb-12,20-Feb-12,HRDT,HIV test - Ancillary,100,3,24.0,8.0,0.08,2,1076.15,
19344,Guyana,Air,9-Apr-10,9-Apr-10,ARV,Pediatric,60,90,387.0,4.3,0.07,9,541.88,60/100/12mg
19346,South Africa,Truck,28-Aug-14,28-Aug-14,ARV,Adult,30,11,332.32,30.21,1.01,Weight Captured Separately,Freight Included in Commodity Cost,200/300mg
19348,Mali,Air,4-Oct-12,4-Oct-12,HRDT,HIV test,25,87,8265.0,95.0,3.8,40,1333.4,
19359,Zimbabwe,Air,18-Sep-14,18-Sep-14,ARV,Pediatric,300,2025,62410.5,30.82,0.1,1902,16777.24,80/20mg/ml
19405,Tanzania,Air,17-Sep-13,16-Sep-13,HRDT,HIV test,100,3039,0.0,0.0,0.0,1257,21351.18,
19406,Vietnam,Air,2-Apr-13,2-Apr-13,ARV,Adult,60,1082,6221.5,5.75,0.1,2228,3565.08,300mg
19410,Nigeria,Air,7-Jul-11,7-Jul-11,HRDT,HIV test,100,2586,230154.0,89.0,0.89,1231,28132.96,
19431,Côte d'Ivoire,Air,23-Jan-15,23-Jan-15,HRDT,HIV test,25,1400,28700.0,20.5,0.82,437,5924.89,
19484,Nigeria,Air,7-May-15,7-May-15,HRDT,HIV test,100,5640,501960.0,89.0,0.89,2292,27361.87,
19512,Vietnam,Air,24-Apr-12,24-Apr-12,ARV,Adult,30,5451,76859.1,14.1,0.47,1675,3401.49,600/300/300mg
19514,South Africa,Truck,28-Aug-14,28-Aug-14,ARV,Adult,60,16,499.07,31.19,0.52,Weight Captured Separately,Freight Included in Commodity Cost,150/300mg
19584,Tanzania,Air,25-May-12,25-May-12,HRDT,HIV test,100,1337,106960.0,80.0,0.8,639,12022.17,
19620,Côte d'Ivoire,Air,14-Jan-11,14-Jan-11,ARV,Adult,120,7320,264691.2,36.16,0.3,1838,13562.36,200/50mg
19627,Mozambique,Air,10-Feb-15,10-Feb-15,HRDT,HIV test - Ancillary,1,60,300.0,5.0,5.0,Weight Captured Separately,Invoiced Separately,
19630,Vietnam,Air,9-Jan-13,9-Jan-13,ARV,Pediatric,240,136,251.6,1.85,0.01,173,1079.39,10mg/ml
19647,South Africa,Ocean,18-Nov-11,18-Nov-11,ARV,Pediatric,240,20000,185600.0,9.28,0.04,7664,17022.13,20mg/ml
19656,South Africa,Ocean,15-Dec-10,15-Dec-10,ARV,Adult,60,168711,416716.17,2.47,0.04,8183,12225.76,150mg
19670,South Africa,Truck,24-Aug-15,24-Aug-15,ARV,Adult,60,82,4392.17,53.56,0.89,Weight Captured Separately,Freight Included in Commodity Cost,300mg
19685,Zambia,Air,22-May-13,22-May-13,ARV,Pediatric,300,1500,46230.0,30.82,0.1,1374,10365.13,80/20mg/ml
19689,South Africa,Truck,12-May-10,12-May-10,ARV,Pediatric,300,50,2037.29,40.75,0.14,Weight Captured Separately,Freight Included in Commodity Cost,80/20mg/ml
19694,Guyana,Air,24-Sep-09,24-Sep-09,HRDT,HIV test,20,2551,81632.0,32.0,1.6,885,11057.25,
19696,"Congo, DRC",Air,2-Aug-12,2-Aug-12,HRDT,HIV test,20,400,12800.0,32.0,1.6,132,1692.7,
19712,Vietnam,Air,23-Apr-14,23-Apr-14,ARV,Adult,30,2516,8151.84,3.24,0.11,See ASN-24394 (ID#:16053),See ASN-24394 (ID#:16053),600mg
19771,Vietnam,Air,16-Jul-10,16-Jul-10,ARV,Adult,120,5530,454566.0,82.2,0.68,1348,10670.09,200/50mg
19788,South Africa,Ocean,2-Sep-11,14-Sep-11,ARV,Pediatric,30,2247,5482.68,2.44,0.08,Weight Captured Separately,Freight Included in Commodity Cost,50mg
19840,Vietnam,Air,14-Apr-15,14-Apr-15,ARV,Adult,60,1900,21280.0,11.2,0.19,2356,3688.77,300mg
19851,Uganda,Air,10-Dec-13,12-Dec-13,ARV,Pediatric,100,11310,14703.0,1.3,0.01,2454,10898.12,10mg/ml
20432,South Africa,Ocean,10-Oct-11,3-Nov-11,ARV,Adult,30,106589,480716.39,4.51,0.15,9061,9323.3,600mg
19863,South Africa,Truck,24-Jul-15,24-Jul-15,ARV,Adult,60,23,528.93,23.0,0.38,Weight Captured Separately,Freight Included in Commodity Cost,150/300mg
19873,South Africa,Truck,24-Jul-15,24-Jul-15,ARV,Adult,60,23,315.96,13.74,0.23,Weight Captured Separately,Freight Included in Commodity Cost,200mg
19891,South Africa,Ocean,24-Feb-11,24-Feb-11,ARV,Pediatric,240,55000,114400.0,2.08,0.01,20419,17267.14,10mg/ml
19905,Vietnam,Air,8-Dec-10,8-Dec-10,ARV,Adult,60,20000,165000.0,8.25,0.14,1951,13083.7,150/300mg
19924,Haiti,Air,5-May-15,5-May-15,HRDT,HIV test,100,6302,630200.0,100.0,1.0,2557,21256.43,
19940,Vietnam,Air,3-Nov-14,3-Nov-14,ARV,Adult,60,20000,129800.0,6.49,0.11,1725,3273.14,150/300mg
19958,Kenya,Air,9-Jul-12,9-Jul-12,HRDT,HIV test,100,1,89.0,89.0,0.89,985,11034.01,
19959,South Africa,Truck,5-Nov-14,5-Nov-14,ARV,Adult,60,203,1855.98,9.14,0.15,Weight Captured Separately,Freight Included in Commodity Cost,150mg
19977,South Africa,Truck,21-Oct-09,21-Oct-09,ARV,Pediatric,240,1000,6669.31,6.67,0.03,Weight Captured Separately,Freight Included in Commodity Cost,10mg/ml
19996,Namibia,Air,5-Aug-09,5-Aug-09,ARV,Pediatric,60,688,1651.2,2.4,0.04,53,571.53,30/50/6mg
20044,South Africa,Truck,5-Aug-14,5-Aug-14,ARV,Adult,270,30,2177.92,72.6,0.27,Weight Captured Separately,Freight Included in Commodity Cost,200mg
20073,Nigeria,Air,19-Jan-15,20-Jan-15,HRDT,HIV test,100,3144,279816.0,89.0,0.89,1276,15681.99,
20133,Uganda,Air,4-Nov-09,4-Nov-09,ARV,Adult,120,60,2169.6,36.16,0.3,36,814.04,200/50mg
20172,Mozambique,Air,20-Mar-13,21-Mar-13,HRDT,HIV test,100,2939,235120.0,80.0,0.8,1330,13801.89,
20185,South Sudan,Air,22-Dec-14,22-Dec-14,HRDT,HIV test - Ancillary,1,160,800.0,5.0,5.0,149,2084.52,
20219,Vietnam,Air,14-Dec-12,14-Dec-12,ARV,Adult,60,10158,71918.64,7.08,0.12,941,1934.17,150/300mg
20450,"Congo, DRC",Air,28-Nov-13,28-Nov-13,ARV,Pediatric,30,171,1453.5,8.5,0.28,81,2782.94,125mg
20236,"Congo, DRC",Air,30-Sep-14,30-Sep-14,ARV,Pediatric,30,550,6050.0,11.0,0.37,See ASN-27324 (ID#:13842),See ASN-27324 (ID#:13842),200mg
20239,Rwanda,Air,20-Jul-12,20-Jul-12,ARV,Adult,30,20370,72720.9,3.57,0.12,1751,13244.8,600mg
20245,Swaziland,Air,21-May-13,21-May-13,HRDT,HIV test,20,150,4800.0,32.0,1.6,58,642.05,
20264,Rwanda,Air,27-Mar-14,27-Mar-14,HRDT,HIV test,1,2988,73206.0,24.5,24.5,1992,26266.34,
20266,Uganda,Air,5-Jul-12,5-Jul-12,ARV,Adult,120,150,11250.0,75.0,0.62,49,475,100mg
20274,Vietnam,Air,22-Sep-14,15-Sep-14,ARV,Adult,30,17280,181440.0,10.5,0.35,2401,3701.66,600/300/300mg
20280,Nigeria,Air,15-Dec-09,15-Dec-09,ARV,Adult,120,500,47667.85,95.34,0.79,83,852.02,500mg
20291,South Africa,Truck,31-May-10,31-May-10,ARV,Adult,30,540,25796.95,47.77,1.59,Weight Captured Separately,Freight Included in Commodity Cost,300/200mg
20294,Zambia,Air,14-Feb-14,14-Feb-14,ARV,Adult,30,300000,1722000.0,5.74,0.19,24233,119474.09,200/300mg
20319,Zambia,Air,12-Sep-14,12-Sep-14,HRDT,HIV test,100,6000,480000.0,80.0,0.8,2439,30885.26,
20321,Vietnam,Air,2-Oct-12,2-Oct-12,ARV,Adult,60,331,4220.25,12.75,0.21,2951,7211.04,300mg
20349,Vietnam,Air,2-Oct-12,2-Oct-12,ARV,Adult,30,30704,137860.96,4.49,0.15,See ASN-16124 (ID#:20321),See ASN-16124 (ID#:20321),300mg
20371,Vietnam,Air,9-Oct-12,9-Oct-12,ARV,Pediatric,60,1302,5403.3,4.15,0.07,4587,11252.53,30/50/60mg
20383,Haiti,Ocean,20-Dec-12,20-Dec-12,ARV,Adult,60,34080,318648.0,9.35,0.16,4726,7208.11,150/300/200mg
20407,South Africa,Truck,29-Aug-14,29-Aug-14,ARV,Adult,30,627,13051.03,20.82,0.69,Weight Captured Separately,Freight Included in Commodity Cost,300mg
20417,South Africa,Truck,24-Aug-15,24-Aug-15,ARV,Adult,30,42,507.93,12.09,0.4,Weight Captured Separately,Freight Included in Commodity Cost,600mg
20462,Côte d'Ivoire,Air,8-Sep-10,8-Sep-10,HRDT,HIV test,100,3000,233100.0,77.7,0.78,680,11463.46,
20506,Vietnam,Air,7-Jul-15,7-Jul-15,ARV,Adult,30,17300,54495.0,3.15,0.1,1320,2730.91,300mg
20512,Rwanda,Air,22-Aug-14,22-Aug-14,ARV,Pediatric,60,1411,46563.0,33.0,0.55,145,1950.74,200mg
20544,Uganda,Air,27-Feb-15,27-Feb-15,HRDT,HIV test,100,4872,389760.0,80.0,0.8,1978,16876.25,
20558,"Congo, DRC",Air,23-Jul-15,23-Jul-15,HRDT,HIV test,100,100,8000.0,80.0,0.8,See ASN-32231 (ID#:13648),See ASN-32231 (ID#:13648),
20560,Ghana,Air,6-Aug-14,6-Aug-14,ARV,Pediatric,60,448,2661.12,5.94,0.1,63,1317.82,100/25mg
20619,Tanzania,Air,16-Sep-13,16-Sep-13,HRDT,HIV test,100,2500,200000.0,80.0,0.8,1036,17579.56,
20623,South Africa,Truck,28-Nov-14,28-Nov-14,ARV,Adult,30,121,1671.82,13.82,0.46,Weight Captured Separately,Freight Included in Commodity Cost,300mg
20631,Mozambique,Air,16-Feb-15,16-Feb-15,ARV,Adult,60,276,14904.0,54.0,0.9,Weight Captured Separately,Freight Included in Commodity Cost,600mg
20666,Nigeria,Air,16-Oct-09,16-Oct-09,ARV,Adult,120,500,18080.0,36.16,0.3,130,1599.22,200/50mg
20667,Uganda,Air,10-Dec-13,12-Dec-13,ARV,Pediatric,100,1503,1953.9,1.3,0.01,Weight Captured Separately,Invoiced Separately,10mg/ml
20671,South Africa,Ocean,16-Jan-12,23-Jan-12,ARV,Adult,30,91772,390948.72,4.26,0.14,7797,7292.27,600mg
20684,South Africa,Truck,26-Jan-15,26-Jan-15,ARV,Adult,30,153,1724.15,11.27,0.38,Weight Captured Separately,Freight Included in Commodity Cost,600mg
20690,Zimbabwe,Air,4-Aug-11,4-Aug-11,ARV,Pediatric,300,1083,39161.28,36.16,0.12,1042,17912.6,80/20mg/ml
20697,Vietnam,Air,29-Nov-12,29-Nov-12,ARV,Pediatric,240,564,1099.8,1.95,0.01,5939,10770.55,10mg/ml
20723,South Africa,Truck,26-Jan-15,26-Jan-15,ARV,Adult,30,7,99.53,14.22,0.47,Weight Captured Separately,Freight Included in Commodity Cost,400mg
20735,Rwanda,Ocean,13-Apr-12,13-Apr-12,ARV,Adult,30,132000,706200.0,5.35,0.18,12886,102761.99,300/300mg
20761,Uganda,Air,28-Oct-14,28-Oct-14,ARV,Adult,60,1299,72094.5,55.5,0.92,137,309.95,400mg
20774,South Africa,Truck,24-Aug-15,24-Aug-15,ARV,Adult,60,119,839.15,7.05,0.12,Weight Captured Separately,Freight Included in Commodity Cost,150mg
20824,Cameroon,Air,26-Sep-13,26-Sep-13,ARV,Adult,60,59,388.81,6.59,0.11,23,1067.02,150/300mg
20878,Vietnam,Air,24-Feb-11,24-Feb-11,ARV,Adult,336,12,2478.12,206.51,0.61,51,4042.47,100mg
20883,Tanzania,Air,16-May-11,16-May-11,HRDT,HIV test,25,1520,30400.0,20.0,0.8,507,4329.08,
20894,Haiti,Air,22-Apr-12,22-Apr-12,ARV,Adult,120,5240,157200.0,30.0,0.25,See ASN-14408 (ID#:16232),See ASN-14408 (ID#:16232),200/50mg
20908,South Africa,Truck,29-Aug-14,29-Aug-14,ARV,Pediatric,240,43,339.26,7.89,0.03,Weight Captured Separately,Freight Included in Commodity Cost,10mg/ml
20947,South Africa,Truck,12-Feb-15,12-Feb-15,ARV,Adult,30,135,1865.0,13.81,0.46,Weight Captured Separately,Freight Included in Commodity Cost,300mg
20952,South Africa,Truck,28-Apr-15,28-Apr-15,ARV,Adult,30,4,78.7,19.68,0.66,Weight Captured Separately,Freight Included in Commodity Cost,400mg
20961,Vietnam,Air,1-Aug-13,1-Aug-13,ARV,Adult,30,27122,311631.78,11.49,0.38,2843,9740.27,600/300/300mg
20969,Rwanda,Air,28-Apr-14,16-Jun-14,HRDT,HIV test,1,4156,101822.0,24.5,24.5,2771,36502.8,
20975,South Africa,Truck,27-Aug-14,27-Aug-14,ARV,Adult,30,1,22.6,22.6,0.75,Weight Captured Separately,Freight Included in Commodity Cost,300mg
21000,Haiti,Air,9-Sep-14,9-Sep-14,ARV,Pediatric,60,520,3088.8,5.94,0.1,65,892.5,100/25mg
21028,South Africa,Truck,29-Aug-14,29-Aug-14,ARV,Adult,30,23,499.23,21.71,0.72,Weight Captured Separately,Freight Included in Commodity Cost,400mg
21033,Zambia,Air,7-Feb-14,7-Feb-14,ARV,Pediatric,300,2569,79176.58,30.82,0.1,2410,14384.91,80/20mg/ml
21037,Uganda,Air,19-Apr-11,19-Apr-11,ARV,Adult,60,55,5032.5,91.5,1.52,6,99,400mg
21044,Vietnam,Air,23-Dec-13,23-Dec-13,ARV,Adult,60,1652,10721.48,6.49,0.11,146,746.89,150/300mg
21045,Rwanda,Air,27-Mar-14,27-Mar-14,HRDT,HIV test,1,2988,73206.0,24.5,24.5,1992,26266.34,
21061,Mozambique,Air,23-Nov-09,23-Nov-09,ARV,Adult,270,168,15864.66,94.43,0.35,86,1242.33,200mg
21076,Kenya,Air,5-Aug-13,5-Aug-13,HRDT,HIV test,30,6667,146674.0,22.0,0.73,2020,10682.41,
21091,Haiti,Ocean,22-Oct-12,22-Oct-12,ARV,Pediatric,60,5324,22094.6,4.15,0.07,4654,8538.03,30/50/60mg
21092,South Africa,Air,7-Sep-10,15-Oct-10,ARV,Adult,30,34560,161395.2,4.67,0.16,3240,4263.07,600mg
21096,South Sudan,Air,8-Feb-12,8-Feb-12,HRDT,HIV test,100,470,41830.0,89.0,0.89,244,7428.38,
24063,Tanzania,Air,11-Jun-13,11-Jun-13,HRDT,HIV test,20,311,9952.0,32.0,1.6,1,1979.1,
21125,Tanzania,Air,10-Mar-11,10-Mar-11,ARV,Pediatric,60,1135,29612.15,26.09,0.43,103,1308.4,150mg
21143,Guatemala,Air,12-Sep-11,12-Sep-11,ARV,Pediatric,60,192,14519.04,75.62,1.26,Weight Captured Separately,Freight Included in Commodity Cost,50mg
21147,Nigeria,Air,22-Jul-10,22-Jul-10,HRDT,HIV test,20,7000,224000.0,32.0,1.6,2373,29878.21,
21174,Côte d'Ivoire,Air,8-Oct-09,8-Oct-09,ARV,Adult,120,11480,415116.8,36.16,0.3,4794,28238.31,200/50mg
21175,South Africa,Truck,13-Jan-14,13-Jan-14,ARV,Adult,30,1485,27749.02,18.69,0.62,Weight Captured Separately,Freight Included in Commodity Cost,300mg
21193,Kenya,Air,9-Aug-11,11-Aug-11,HRDT,HIV test,100,8331,741459.0,89.0,0.89,1980,37548.87,
21199,Haiti,Air,29-Aug-14,29-Aug-14,ARV,Pediatric,300,40,1232.8,30.82,0.1,61,1257.16,80/20mg/ml
21217,Tanzania,Air,24-Jun-14,24-Jun-14,ARV,Pediatric,60,36000,129600.0,3.6,0.06,2205,9815.52,30/50/60mg
21230,Tanzania,Air,21-Nov-13,21-Nov-13,ARV,Adult,30,200000,2100000.0,10.5,0.35,28168,127285.48,600/300/300mg
21276,South Africa,Ocean,4-Apr-11,27-May-11,ARV,Pediatric,240,4529,9601.48,2.12,0.01,1679,3524.93,10mg/ml
21279,"Congo, DRC",Air,11-Jul-13,11-Jul-13,ARV,Pediatric,30,984,1230.0,1.25,0.04,53,938.05,50mg
21301,Tanzania,Air,2-Aug-10,2-Aug-10,ARV,Pediatric,60,1065,27785.85,26.09,0.43,112,1122.07,150mg
21336,South Africa,Truck,31-May-10,31-May-10,ARV,Adult,30,1500,29714.49,19.81,0.66,Weight Captured Separately,Freight Included in Commodity Cost,600mg
21338,South Africa,Truck,16-Apr-13,16-Apr-13,ARV,Adult,60,39,746.32,19.14,0.32,Weight Captured Separately,Freight Included in Commodity Cost,150/300mg
21378,Uganda,Air,10-Dec-13,12-Dec-13,ARV,Pediatric,100,10368,13478.4,1.3,0.01,Weight Captured Separately,Invoiced Separately,10mg/ml
21380,Zambia,Air,17-Dec-10,21-Dec-10,HRDT,HIV test,100,2415,193200.0,80.0,0.8,1167,19610.11,
21390,Vietnam,Air,15-Jan-15,15-Jan-15,ARV,Adult,60,1200,13308.0,11.09,0.18,128,1069.31,300mg
21399,South Africa,Truck,26-Jan-15,26-Jan-15,ARV,Adult,60,191,1261.81,6.61,0.11,Weight Captured Separately,Freight Included in Commodity Cost,150mg
21414,Uganda,Air,16-Nov-13,16-Nov-13,ARV,Adult,60,60929,493524.9,8.1,0.13,8638,30764.18,150/300/200mg
21469,South Sudan,Air,2-Jul-15,7-Jul-15,HRDT,HIV test - Ancillary,1,20,100.0,5.0,5.0,See ASN-32106 (ID#:19172),See ASN-32106 (ID#:19172),
21478,South Africa,Truck,25-Jun-14,25-Jun-14,ARV,Pediatric,240,24,588.25,24.51,0.1,Weight Captured Separately,Freight Included in Commodity Cost,20mg/ml
21480,Vietnam,Air,22-Sep-14,15-Sep-14,ARV,Adult,30,14780,155190.0,10.5,0.35,1671,2718.03,600/300/300mg
21491,Uganda,Air,29-Apr-13,29-Apr-13,HRDT,HIV test,100,2957,236560.0,80.0,0.8,1313,31917.19,
21493,Burundi,Air,20-Sep-13,20-Sep-13,HRDT,HIV test,30,1249,34472.4,27.6,0.92,145,1682.15,
21525,South Africa,Truck,28-Aug-14,28-Aug-14,ARV,Pediatric,240,60,1470.62,24.51,0.1,Weight Captured Separately,Freight Included in Commodity Cost,20mg/ml
21536,Pakistan,Air,17-Mar-14,17-Mar-14,HRDT,HIV test,100,4484,358720.0,80.0,0.8,1744,19489.83,
21540,South Africa,Truck,29-Aug-14,29-Aug-14,ARV,Adult,60,17,460.89,27.11,0.45,Weight Captured Separately,Freight Included in Commodity Cost,300mg
21556,Vietnam,Air,22-May-13,22-May-13,ARV,Pediatric,240,837,1548.45,1.85,0.01,526,6368.02,10mg/ml
21557,Zimbabwe,Air,25-Apr-13,25-Apr-13,ARV,Pediatric,300,846,26073.72,30.82,0.1,798,9299.26,80/20mg/ml
21563,Tanzania,Ocean,27-May-14,27-May-14,ARV,Pediatric,60,115000,414000.0,3.6,0.06,10504,28270.78,30/50/60mg
21568,Côte d'Ivoire,Air,12-Sep-11,12-Sep-11,HRDT,HIV test,25,1209,24180.0,20.0,0.8,403,5639.42,
21573,"Congo, DRC",Truck,7-Apr-14,7-Apr-14,HRDT,HIV test - Ancillary,1,2500,18775.0,7.51,7.51,Weight Captured Separately,Freight Included in Commodity Cost,
21576,Vietnam,Air,16-Jan-15,16-Jan-15,ARV,Adult,120,5600,340592.0,60.82,0.51,1368,4489.32,200/50mg
21590,Côte d'Ivoire,Air,8-Sep-10,8-Sep-10,ARV,Pediatric,60,415,2905.0,7.0,0.12,See ASN-8019 (ID#:14694),See ASN-8019 (ID#:14694),25mg
21606,South Africa,Ocean,4-Apr-11,4-Apr-11,ARV,Pediatric,240,3971,8418.52,2.12,0.01,1472,3524.95,10mg/ml
21656,Zambia,Air,20-Jul-14,20-Jul-14,ARV,Adult,60,42813,96329.25,2.25,0.04,4369,22508.32,200mg
21666,Vietnam,Air,7-Sep-15,7-Sep-15,ARV,Adult,30,5000,16500.0,3.3,0.11,Weight Captured Separately,Invoiced Separately,600mg
21674,Vietnam,Air,18-Feb-12,18-Feb-12,ARV,Adult,60,15211,120927.45,7.95,0.13,See ASN-13410 (ID#:16901),See ASN-13410 (ID#:16901),150/300mg
21705,Vietnam,Air,18-Mar-13,18-Mar-13,ARV,Adult,30,23389,268739.61,11.49,0.38,2741,4802.92,600/300/300mg
21706,Cameroon,Air,26-Sep-13,26-Sep-13,ARV,Adult,60,47268,311496.12,6.59,0.11,4549,36166.79,150/300mg
21742,Guyana,Air,19-Nov-10,19-Nov-10,HRDT,HIV test,20,40,1080.0,27.0,1.35,14,269.98,
21752,Vietnam,Air,13-Aug-10,13-Aug-10,ARV,Adult,30,252,3276.0,13.0,0.43,1553,13320.8,250mg
21755,South Africa,Truck,5-Nov-14,5-Nov-14,ARV,Adult,120,12,424.25,35.35,0.29,Weight Captured Separately,Freight Included in Commodity Cost,100mg
21795,Vietnam,Air,13-Mar-10,13-Mar-10,ARV,Adult,60,15040,86329.6,5.74,0.1,1481,6390.83,150/200/30mg
21825,Uganda,Air,15-Nov-13,15-Nov-13,ARV,Adult,60,417,2856.45,6.85,0.11,65,887.67,100mg
21839,South Africa,Truck,29-Aug-14,29-Aug-14,ARV,Adult,30,20,434.11,21.71,0.72,Weight Captured Separately,Freight Included in Commodity Cost,400mg
21843,South Africa,Ocean,14-Sep-11,14-Sep-11,ARV,Adult,60,50000,421000.0,8.42,0.14,4603,8033.13,150/300mg
21844,Tanzania,Air,24-Jun-14,24-Jun-14,ARV,Pediatric,90,9959,92618.7,9.3,0.1,630,3416.2,200mg
