Shipment Date,HS Code,Estimated HS Code,Product,Shipper Standarised Name,Shipper,Outbound Country,Inbound Country,Net Weight (kg),Shipment Value (USD),Port of Unlading
"Jan 18, 2023",40169304,NA,NA,Changchun Elringklinger Limited,Changchun Elringklinger Ltd.,China,Mexico,NA,8066.35,NA
"Jan 18, 2023",330000,NA, Component Parts,John Deere And Company,John Deere,United States,Brazil,NA,0,"Santos, Brazil"
"Jan 18, 2023",330000,NA, Component Parts,John Deere And Company,John Deere,United States,Brazil,NA,0,"Santos, Brazil"
"Jan 18, 2023",330000,NA, Non Haz Goods,John Deere And Company,John Deere,United States,Brazil,NA,84000,"Santos, Brazil"
"Jan 18, 2023",84335990,NA, Hydraflex Cutting Platform,NA,John Deere Brasil Ltda,Brazil,United States,NA,0,"New York, United States"
"Jan 18, 2023",330000,NA, Service Partss,John Deere And Company,John Deere,United States,Brazil,NA,0,"Santos, Brazil"
"Jan 18, 2023",84335990,NA, Hydraflex Cutting Platform,NA,John Deere Brasil Ltda,Brazil,United States,NA,258000,"New York, United States"
"Jan 18, 2023",330000,NA, Component Parts,John Deere And Company,John Deere,United States,Brazil,NA,0,"Santos, Brazil"
"Jan 18, 2023",330000,NA, Component Parts,John Deere And Company,John Deere,United States,Brazil,NA,63200,"Santos, Brazil"
"Jan 18, 2023",330000,NA, Loader 644G Parts,John Deere Jiamusi Agricultural Machinery Co Ltd,John Deere,China,Brazil,NA,0,"Santos, Brazil"
"Jan 18, 2023",82080000,NA, Component Parts,John Deere And Company,John Deere,United States,Brazil,NA,0,"Santos, Brazil"
"Jan 18, 2023",330000,NA, Component Parts,John Deere And Company,John Deere,United States,Brazil,NA,1119000,"Santos, Brazil"
"Jan 18, 2023",330000,NA, Component Parts,John Deere And Company,John Deere,United States,Brazil,NA,0,"Santos, Brazil"
"Jan 18, 2023",330000,NA, Component Parts,John Deere And Company,John Deere,United States,Brazil,NA,1000,"Santos, Brazil"
"Jan 18, 2023",330000,NA, Component Parts,John Deere And Company,John Deere,United States,Brazil,NA,3200,"Santos, Brazil"
"Jan 18, 2023",84339004,NA,NA,Industrias John Dere Sa Cv,Industrias John Deere S.A. De C.V.,Mexico,Mexico,NA,10,NA
"Jan 18, 2023",84339004,NA,NA,Industrias John Dere Sa Cv,Industrias John Deere S.A. De C.V.,Mexico,Mexico,NA,19.09,NA
"Jan 18, 2023",84339004,NA,NA,Industrias John Dere Sa Cv,Industrias John Deere S.A. De C.V.,Mexico,Mexico,NA,10,NA
"Jan 18, 2023",84339004,NA,NA,Industrias John Dere Sa Cv,Industrias John Deere S.A. De C.V.,Mexico,Mexico,NA,10,NA
"Jan 18, 2023",84339004,NA,NA,Industrias John Dere Sa Cv,Industrias John Deere S.A. De C.V.,Mexico,Mexico,NA,10,NA
"Jan 18, 2023",84339004,NA,NA,Industrias John Dere Sa Cv,Industrias John Deere S.A. De C.V.,Mexico,Mexico,NA,10,NA
"Jan 18, 2023",84314999,NA,NA,Industrias John Dere Sa Cv,Industrias John Deere S.A. De C.V.,Mexico,Mexico,NA,190.28,NA
"Jan 18, 2023",73269099,NA,NA,Industrias John Dere Sa Cv,Industrias John Deere S.A. De C.V.,Mexico,United States,NA,6150,NA
"Jan 18, 2023",39231003,NA,NA,Russek Negrete Sa De Cv,Russek Negrete S.A. De C.V.,Mexico,United States,NA,120,NA
"Jan 18, 2023",39231003,NA,NA,Russek Negrete Sa De Cv,Russek Negrete S.A. De C.V.,Mexico,United States,NA,12,NA
"Jan 18, 2023",39231003,NA,NA,Russek Negrete Sa De Cv,Russek Negrete S.A. De C.V.,Mexico,United States,NA,132,NA
"Jan 18, 2023",84339004,NA,NA,Industrias John Dere Sa Cv,Industrias John Deere S.A. De C.V.,Mexico,Mexico,NA,10994,NA
"Jan 18, 2023",39231003,NA,NA,Russek Negrete Sa De Cv,Russek Negrete S.A. De C.V.,Mexico,United States,NA,192,NA
"Jan 18, 2023",330000,NA, Component Parts,John Deere And Company,John Deere,United States,Brazil,NA,197000,"Santos, Brazil"
"Jan 18, 2023",84339004,NA,NA,Industrias John Dere Sa Cv,Industrias John Deere S.A. De C.V.,Mexico,Mexico,NA,19.09,NA
"Jan 18, 2023",84339004,NA,NA,Industrias John Dere Sa Cv,Industrias John Deere S.A. De C.V.,Mexico,Mexico,NA,10,NA
"Jan 18, 2023",84314999,NA,NA,Industrias John Dere Sa Cv,Industrias John Deere S.A. De C.V.,Mexico,Mexico,NA,271.39,NA
"Jan 18, 2023",84339004,NA,NA,Industrias John Dere Sa Cv,Industrias John Deere S.A. De C.V.,Mexico,Mexico,NA,19.09,NA
"Jan 18, 2023",84339004,NA,NA,Industrias John Dere Sa Cv,Industrias John Deere S.A. De C.V.,Mexico,Mexico,NA,10,NA
"Jan 18, 2023",84339004,NA,NA,Industrias John Dere Sa Cv,Industrias John Deere S.A. De C.V.,Mexico,Mexico,NA,10,NA
"Jan 18, 2023",84339004,NA,NA,Industrias John Dere Sa Cv,Industrias John Deere S.A. De C.V.,Mexico,Mexico,NA,10,NA
"Jan 18, 2023",84314999,NA,NA,Industrias John Dere Sa Cv,Industrias John Deere S.A. De C.V.,Mexico,Mexico,NA,190.28,NA
"Jan 18, 2023",84339004,NA,NA,Industrias John Dere Sa Cv,Industrias John Deere S.A. De C.V.,Mexico,Mexico,NA,10,NA
"Jan 18, 2023",84339004,NA,NA,Industrias John Dere Sa Cv,Industrias John Deere S.A. De C.V.,Mexico,Mexico,NA,10,NA
"Jan 18, 2023",84339004,NA,NA,Industrias John Dere Sa Cv,Industrias John Deere S.A. De C.V.,Mexico,Mexico,NA,20,NA
"Jan 18, 2023",73269099,NA,NA,Industrias John Dere Sa Cv,Industrias John Deere S.A. De C.V.,Mexico,United States,NA,98739.15,NA
"Jan 18, 2023",39231003,NA,NA,Russek Negrete Sa De Cv,Russek Negrete S.A. De C.V.,Mexico,United States,NA,12,NA
"Jan 17, 2023",903290,NA,Spare Parts Hyd Excavator Crates Cases Seaway Gary Hohmann,NA,NA,Japan,United States,22160,351544.72,"Tacoma, Washington"
"Jan 17, 2023",39231003,NA,NA,Russek Negrete Sa De Cv,Russek Negrete S.A. De C.V.,Mexico,United States,NA,12,NA
"Jan 17, 2023",73269099,NA,NA,Industrias John Dere Sa Cv,Industrias John Deere S.A. De C.V.,Mexico,United States,NA,1691.62,NA
"Jan 17, 2023",73269099,NA,NA,Industrias John Dere Sa Cv,Industrias John Deere S.A. De C.V.,Mexico,United States,NA,322,NA
"Jan 17, 2023",39231003,NA,NA,Russek Negrete Sa De Cv,Russek Negrete S.A. De C.V.,Mexico,United States,NA,330,NA
"Jan 17, 2023",85440000,NA, New Harvester Europe Jump,NA,Steinmuller,Germany,Brazil,NA,0,"Santos, Brazil"
"Jan 17, 2023",330000,NA, Colli Agricultural Spare Parts,NA,John Deere,Germany,Brazil,NA,0,"Santos, Brazil"
"Jan 17, 2023",330000,NA, Articles Pressurized Hydraulic Accumulators In Steel New Articles Pressurized Hydraulic,NA,Steinmuller,Germany,Brazil,NA,0,"Santos, Brazil"
"Jan 17, 2023",84790000,NA, Articles Pressurized Pneumatic Nonflammable Gas New Hydraulic Accumulator,NA,Steinmuller,Germany,Brazil,NA,395000,"Santos, Brazil"
"Jan 17, 2023",85120000,NA, New Lever Switch,NA,Steinmuller,Germany,Brazil,NA,0,"Santos, Brazil"
"Jan 17, 2023",85010000,NA, New Wiper Arm,NA,Steinmuller,Germany,Brazil,NA,350000,"Santos, Brazil"
"Jan 17, 2023",84331100,NA, Yz120687 Axle Shaft Fin 1200,Sisamex Automotrices De Mexico Sa,Sisamex Sistemas Automotrices De Mexico Sa,Mexico,Brazil,NA,0,"Santos, Brazil"
"Jan 17, 2023",84120000,NA, New Hydraulic Motor,NA,Steinmuller,Germany,Brazil,NA,195000,"Santos, Brazil"
"Jan 17, 2023",84331100,NA, New Axle With Differ Ential Units Tmv 1400 Lo Ader 644 724 Dz106162 Diff Tm Osc Loader Dz106160 Fix Ed 624,NA,John Deere,Mexico,Brazil,NA,0,"Santos, Brazil"
"Jan 17, 2023",85360000,NA, New Washer System,NA,Steinmuller,Germany,Brazil,NA,0,"Santos, Brazil"
"Jan 17, 2023",330000,NA, New Motor,NA,Steinmuller,Germany,Brazil,NA,42900,"Santos, Brazil"
"Jan 17, 2023",330000,NA, New Lt Pivot Shaft,NA,Steinmuller,Germany,Brazil,NA,47600,"Santos, Brazil"
"Jan 17, 2023",330000,NA, Articles Pressurized Hydraulic Hydraulic Accumulators In Steel New Articles Pressurized Hydraulic,NA,Steinmuller,Germany,Brazil,NA,137000,"Santos, Brazil"
"Jan 17, 2023",330000,NA, New Handle,NA,Steinmuller,Germany,Brazil,NA,0,"Santos, Brazil"
"Jan 17, 2023",40117090,NA, Tires,Alliance Tyre Rubber Co Ltd,Alliance Tyre & Rubber Co Ltd,Israel,Brazil,NA,111000,"Santos, Brazil"
"Jan 17, 2023",84120000,NA, New Gear,NA,Steinmuller,Germany,Brazil,NA,0,"Santos, Brazil"
"Jan 17, 2023",330000,NA, Brand New Parts&Components For New Agricult,John Deere Iberica S A,John Deere,Spain,Brazil,NA,0,"Santos, Brazil"
"Jan 17, 2023",330000,NA, Agricultural Spare Parts,NA,John Deere,Germany,Brazil,NA,0,"Santos, Brazil"
"Jan 17, 2023",73182302,NA,NA,Bossard De Mexico S A De C V,"Bossard De Mexico, S.A. De C.V.",Mexico,Mexico,NA,28.46,NA
"Jan 17, 2023",73182302,NA,NA,Bossard De Mexico S A De C V,"Bossard De Mexico, S.A. De C.V.",Mexico,Mexico,NA,28.46,NA
"Jan 17, 2023",73269099,NA,NA,NA,Deere & Company  Worldwide Logistics Operations,United States,Mexico,NA,75.82,NA
"Jan 17, 2023",73181999,NA,NA,NA,NA,NA,Mexico,NA,345.45,NA
"Jan 17, 2023",84835003,NA,NA,World Class Industries Incorporated,"World Class Industries, Inc",United States,Mexico,NA,2799.47,NA
"Jan 17, 2023",90299001,NA,NA,Ducommun Labarge Technologies Incorporated,Ducommun Labarge Technologies Inc.,United States,Mexico,NA,36172.91,NA
"Jan 17, 2023",94039999,NA,NA,NA,NA,NA,Mexico,NA,136.88,NA
"Jan 17, 2023",85044099,NA,NA,NA,NA,NA,Mexico,NA,64.5,NA
"Jan 17, 2023",85371099,NA,NA,NA,NA,NA,Mexico,NA,172.8,NA
"Jan 17, 2023",73269099,NA,NA,NA,Deere & Company  Worldwide Logistics Operations,United States,Mexico,NA,105.23,NA
"Jan 17, 2023",84099999,NA,NA,Gmt Corporation,Gmt Corporation,United States,Mexico,NA,15899.9,NA
"Jan 17, 2023",84099999,NA,NA,Gmt Corporation,Gmt Corporation,United States,Mexico,NA,25943.53,NA
"Jan 17, 2023",84819005,NA,NA,Brahm Precision Products Corporation Mexico S A De C V,Brahm Precision Products Corporation Mexico S.A. De C.V.,Mexico,Mexico,NA,27.53,NA
"Jan 17, 2023",39235001,NA,NA,Brahm Precision Products Corporation Mexico S A De C V,Brahm Precision Products Corporation Mexico S.A. De C.V.,Mexico,Mexico,NA,4.24,NA
"Jan 17, 2023",84314999,NA,NA,Gmp Metal Products,Gmp  Metal Products,NA,Mexico,NA,2760.65,NA
"Jan 17, 2023",84310000,NA, Nonflammable Gas New Hydraulic Accumulator,NA,Steinmuller,Germany,Brazil,NA,0,"Santos, Brazil"
"Jan 17, 2023",330000,NA, Agricultural Spare Parts,NA,John Deere,Germany,Brazil,NA,0,"Santos, Brazil"
"Jan 17, 2023",39269099,NA,NA,NA,Deere & Company  Worldwide Logistics Operations,United States,Mexico,NA,168.84,NA
"Jan 17, 2023",39199099,NA,NA,Printec H T Electronics Corporation,Printec  H.T.  Electronics Corp.,Taiwan,Mexico,NA,16052.9,NA
"Jan 17, 2023",85444299,NA,NA,NA,Deere & Company  Worldwide Logistics Operations,United States,Mexico,NA,1167.8,NA
"Jan 17, 2023",85176294,NA, 200 Units Ph90242540 Modem,NA,John Deere,Mexico,Brazil,NA,0,"Santos, Brazil"
"Jan 17, 2023",84099999,NA,NA,Gmt Corporation,Gmt Corporation,United States,Mexico,NA,102.47,NA
"Jan 17, 2023",84834009,NA,NA,Woorim Machinery Company,"Woorim Machinery Co.,Ltd",South Korea,Mexico,NA,5039.48,NA
"Jan 17, 2023",84834009,NA,NA,Bharat Gears Limited,Bharat Gears Limited,India,Mexico,NA,18545.26,NA
"Jan 17, 2023",84099999,NA,NA,Gmt Corporation,Gmt Corporation,United States,Mexico,NA,36529.06,NA
"Jan 17, 2023",68042102,NA,NA,Production Services Management Incorporated,Production Services Management Inc.,United States,Mexico,NA,8900.48,NA
"Jan 17, 2023",85120000,NA, New Sw Es Us Fa Eb Mg12 Ov120,NA,Steinmuller,Germany,Brazil,NA,34,"Santos, Brazil"
"Jan 17, 2023",330000,NA, Brand New Parts&Components For New Agricult,John Deere Iberica S A,John Deere,Spain,Brazil,NA,187000,"Santos, Brazil"
"Jan 17, 2023",84310000,NA, New H425 Harvester Head,NA,Steinmuller,Germany,Brazil,NA,0,"Santos, Brazil"
"Jan 17, 2023",84000000,NA, New Steering Unit New Wiring Harness,NA,Steinmuller,Germany,Brazil,NA,52500,"Santos, Brazil"
"Jan 17, 2023",83024900,NA, Bracket Alternator,Maquinaria Magnum S De Rl De Cv,Maquinaria Magnum S De Rl De Cv,Mexico,Brazil,NA,1300,"Santos, Brazil"
"Jan 17, 2023",84339004,NA,NA,Industrias John Dere Sa Cv,Industrias John Deere S.A. De C.V.,Mexico,Mexico,NA,5014.8,NA
"Jan 17, 2023",84339004,NA,NA,Industrias John Dere Sa Cv,Industrias John Deere S.A. De C.V.,Mexico,Mexico,NA,1996.4,NA
"Jan 17, 2023",84339004,NA,NA,Industrias John Dere Sa Cv,Industrias John Deere S.A. De C.V.,Mexico,Mexico,NA,1557.36,NA
"Jan 16, 2023",NA,NA,New Conrod,Hatz Components Gmb,Hatz Components Gmbh,Germany,Mexico,17827,NA,"Houston, Texas"
"Jan 16, 2023",842952,NA,New John Deere Mini Excavator Japan Bog Dhl,Hitachi Construction,Hitachi Construction,Japan,United States,209722.5,1772045.8,"Baltimore, Maryland"
"Jan 16, 2023",39231003,NA,NA,Russek Negrete Sa De Cv,Russek Negrete S.A. De C.V.,Mexico,United States,NA,12,NA
"Jan 16, 2023",73269099,NA,NA,Industrias John Dere Sa Cv,Industrias John Deere S.A. De C.V.,Mexico,United States,NA,160,NA
"Jan 16, 2023",44152002,NA,NA,Industrias John Dere Sa Cv,Industrias John Deere S.A. De C.V.,Mexico,United States,NA,40,NA
"Jan 16, 2023",39231003,NA,NA,Industrias John Dere Sa Cv,Industrias John Deere S.A. De C.V.,Mexico,United States,NA,14400,NA
"Jan 16, 2023",39239099,NA,NA,Industrias John Dere Sa Cv,Industrias John Deere S.A. De C.V.,Mexico,United States,NA,2100,NA
"Jan 16, 2023",84831008,NA,NA,Industrias John Dere Sa Cv,Industrias John Deere S.A. De C.V.,Mexico,Mexico,NA,315.74,NA
"Jan 16, 2023",84339004,NA,NA,Industrias John Dere Sa Cv,Industrias John Deere S.A. De C.V.,Mexico,Mexico,NA,18.85,NA
"Jan 16, 2023",39231003,NA,NA,Russek Negrete Sa De Cv,Russek Negrete S.A. De C.V.,Mexico,United States,NA,35,NA
"Jan 16, 2023",39231003,NA,NA,Russek Negrete Sa De Cv,Russek Negrete S.A. De C.V.,Mexico,United States,NA,10,NA
"Jan 16, 2023",39231003,NA,NA,Russek Negrete Sa De Cv,Russek Negrete S.A. De C.V.,Mexico,United States,NA,12,NA
"Jan 16, 2023",73269099,NA,NA,Industrias John Dere Sa Cv,Industrias John Deere S.A. De C.V.,Mexico,United States,NA,3624.9,NA
"Jan 16, 2023",39231090,NA, Rcg34 Returnable Container,NA,John Deere Brasil Ltda,Brazil,Spain,NA,125000,"Tangier, Morocco"
"Jan 16, 2023",39231090,NA, Rcg34 Returnable Container,John Deere Brasil Ltda,John Deere Brasil Ltda,Brazil,Spain,NA,141000,"Algeciras, Spain"
"Jan 16, 2023",85371099,NA,NA,John Deere Tianjin Company,John Deere (Tianjin) Co.Ltd,NA,Mexico,NA,7338.95,NA
"Jan 16, 2023",84314999,NA,NA,Gmp Metal Products,Gmp  Metal Products,NA,Mexico,NA,6034.39,NA
"Jan 16, 2023",84099904,NA,NA,World Class Industries Incorporated,"World Class Industries, Inc",United States,Mexico,NA,32993.64,NA
"Jan 16, 2023",39269099,NA,NA,NA,NA,NA,Mexico,NA,536.78,NA
"Jan 16, 2023",85114004,NA,NA,Denso International America Incorporated,"Denso International America,Inc",United States,Mexico,NA,25201.38,NA
"Jan 16, 2023",84314999,NA,NA,Gmp Metal Products,Gmp  Metal Products,NA,Mexico,NA,8295.6,NA
"Jan 16, 2023",34029099,NA,NA,Hisco Inc,Hisco,United States,Mexico,NA,316.85,NA
"Jan 16, 2023",84099999,NA,NA,NA,NA,NA,Mexico,NA,405.3,NA
"Jan 16, 2023",84834009,NA,NA,Woorim Machinery Company,"Woorim Machinery Co.,Ltd",South Korea,Mexico,NA,24389.88,NA
"Jan 16, 2023",73269099,NA,NA,NA,NA,NA,Mexico,NA,8892.32,NA
"Jan 16, 2023",73269099,NA,NA,NA,NA,NA,Mexico,NA,1003.76,NA
"Jan 16, 2023",73269099,NA,NA,NA,NA,NA,Mexico,NA,237.73,NA
"Jan 16, 2023",73269099,NA,NA,NA,NA,NA,Mexico,NA,1084.26,NA
"Jan 16, 2023",73261999,NA,NA,NA,NA,NA,Mexico,NA,600.11,NA
"Jan 16, 2023",85389001,NA,NA,NA,NA,NA,Mexico,NA,858.13,NA
"Jan 16, 2023",34029099,NA,NA,Hisco Inc,Hisco,United States,Mexico,NA,316.85,NA
"Jan 16, 2023",73181606,NA,NA,NA,NA,NA,Mexico,NA,116.53,NA
"Jan 16, 2023",39269099,NA,NA,NA,NA,NA,Mexico,NA,866.35,NA
"Jan 16, 2023",90329002,NA,NA,NA,NA,NA,Mexico,NA,3681.72,NA
"Jan 16, 2023",85389099,NA,NA,NA,NA,NA,Mexico,NA,178946.2,NA
"Jan 16, 2023",73181599,NA,NA,NA,NA,NA,Mexico,NA,336.88,NA
"Jan 16, 2023",40169901,NA,NA,NA,NA,NA,Mexico,NA,1331.27,NA
"Jan 16, 2023",85443099,NA,NA,NA,NA,NA,Mexico,NA,2930.1,NA
"Jan 16, 2023",90291099,NA,NA,NA,NA,NA,Mexico,NA,1597.56,NA
"Jan 16, 2023",73182999,NA,NA,NA,NA,NA,Mexico,NA,453.84,NA
"Jan 16, 2023",85365099,NA,NA,NA,NA,NA,Mexico,NA,1357.92,NA
"Jan 16, 2023",39191001,NA,NA,NA,NA,NA,Mexico,NA,8755.75,NA
"Jan 16, 2023",85381001,NA,NA,NA,NA,NA,Mexico,NA,9463.59,NA
"Jan 16, 2023",85443099,NA,NA,NA,NA,NA,Mexico,NA,263.22,NA
"Jan 16, 2023",39269099,NA,NA,NA,NA,NA,Mexico,NA,452.62,NA
"Jan 16, 2023",90299001,NA,NA,NA,NA,NA,Mexico,NA,430.1,NA
"Jan 16, 2023",85389099,NA,NA,NA,NA,NA,Mexico,NA,1287.23,NA
"Jan 16, 2023",73181504,NA,NA,NA,NA,NA,Mexico,NA,39725.33,NA
"Jan 16, 2023",39269099,NA,NA,NA,NA,NA,Mexico,NA,6253.42,NA
"Jan 16, 2023",90269001,NA,NA,NA,NA,NA,Mexico,NA,447.16,NA
"Jan 16, 2023",73182403,NA,NA,NA,NA,NA,Mexico,NA,160.47,NA
"Jan 16, 2023",40169304,NA,NA,NA,NA,NA,Mexico,NA,1065.02,NA
"Jan 16, 2023",85423999,NA,NA,NA,NA,NA,Mexico,NA,21049.18,NA
"Jan 16, 2023",85389099,NA,NA,NA,NA,NA,Mexico,NA,81971.33,NA
"Jan 16, 2023",73181599,NA,NA,NA,NA,NA,Mexico,NA,3372.97,NA
"Jan 16, 2023",73269099,NA,NA,NA,NA,NA,Mexico,NA,87.23,NA
"Jan 16, 2023",70051002,NA,NA,NA,NA,NA,Mexico,NA,57225.86,NA
"Jan 16, 2023",85369099,NA,NA,NA,NA,NA,Mexico,NA,322.58,NA
"Jan 16, 2023",85365099,NA,NA,NA,NA,NA,Mexico,NA,2857.13,NA
"Jan 16, 2023",85051101,NA,NA,NA,NA,NA,Mexico,NA,2744.52,NA
"Jan 16, 2023",40161001,NA,NA,NA,NA,NA,Mexico,NA,599.63,NA
"Jan 16, 2023",85365099,NA,NA,NA,NA,NA,Mexico,NA,864.86,NA
"Jan 16, 2023",85369099,NA,NA,NA,NA,NA,Mexico,NA,13271.86,NA
"Jan 16, 2023",85371099,NA,NA,NA,NA,NA,Mexico,NA,213235.67,NA
"Jan 16, 2023",39269099,NA,NA,NA,NA,NA,Mexico,NA,75.94,NA
"Jan 16, 2023",85389001,NA,NA,NA,NA,NA,Mexico,NA,22517.54,NA
"Jan 16, 2023",73181504,NA,NA,NA,NA,NA,Mexico,NA,1375.09,NA
"Jan 16, 2023",85444299,NA,NA,NA,NA,NA,Mexico,NA,149.44,NA
"Jan 16, 2023",85371099,NA,NA,NA,NA,NA,Mexico,NA,3308.11,NA
"Jan 16, 2023",90329002,NA,NA,NA,NA,NA,Mexico,NA,1691.84,NA
"Jan 16, 2023",84822099,NA,NA,NA,NA,NA,Mexico,NA,3962.11,NA
"Jan 16, 2023",84821099,NA,NA,NA,NA,NA,Mexico,NA,2398.52,NA
"Jan 16, 2023",84822099,NA,NA,NA,NA,NA,Mexico,NA,23127.61,NA
"Jan 16, 2023",84829999,NA,NA,NA,NA,NA,Mexico,NA,1714.1,NA
"Jan 16, 2023",85256099,NA,NA,Macom Technology Solutions Incorporated,"Macom Technology Solutions, Inc",United States,Mexico,NA,787.81,NA
"Jan 16, 2023",38249999,NA,NA,Ellsworth Adhesives Specialty Chemical Distribution Inc,Ellsworth Adhesives Specialty Chemical Distribution Inc,United States,Mexico,NA,20710.12,NA
"Jan 16, 2023",84834009,NA,NA,Bharat Gears Limited,Bharat Gears Limited,India,Mexico,NA,80988.18,NA
"Jan 16, 2023",34029099,NA,NA,Hisco Inc,Hisco,United States,Mexico,NA,1529.84,NA
"Jan 16, 2023",84822099,NA,NA,NA,NA,NA,Mexico,NA,3994.59,NA
"Jan 16, 2023",84821099,NA,NA,NA,NA,NA,Mexico,NA,367.41,NA
"Jan 16, 2023",39269099,NA,NA,NA,NA,NA,Mexico,NA,612.93,NA
"Jan 16, 2023",40169304,NA,NA,NA,NA,NA,Mexico,NA,2646.48,NA
"Jan 16, 2023",34029099,NA,NA,Hisco Inc,Hisco,United States,Mexico,NA,316.85,NA
"Jan 16, 2023",73269099,NA,NA,NA,NA,NA,Mexico,NA,761.84,NA
"Jan 16, 2023",84213101,NA,NA,NA,NA,NA,Mexico,NA,1738.58,NA
"Jan 16, 2023",40091102,NA,NA,NA,NA,NA,Mexico,NA,109.01,NA
"Jan 16, 2023",87089999,NA,NA,NA,NA,NA,Mexico,NA,5695.07,NA
"Jan 16, 2023",73269099,NA,NA,NA,NA,NA,Mexico,NA,2939.75,NA
"Jan 16, 2023",32141001,NA,NA,Ellsworth Adhesives Specialty Chemical Distribution Inc,"Ellsworth Adhesives Specialty Chemical Distribution,Inc",United States,Mexico,NA,11854.16,NA
"Jan 16, 2023",84133099,NA,NA,Denso International America Incorporated,"Denso International America,Inc",United States,Mexico,NA,25909.54,NA
"Jan 16, 2023",40169304,NA,NA,Changchun Elringklinger Limited,Changchun Elringklinger Ltd.,China,Mexico,NA,19130.31,NA
"Jan 16, 2023",85444299,NA,NA,NA,Deere & Company  Worldwide Logistics Operations,United States,Mexico,NA,200.05,NA
"Jan 16, 2023",84099999,NA,NA,Gmt Corporation,Gmt Corporation,United States,Mexico,NA,50399.36,NA
"Jan 16, 2023",84099999,NA,NA,Gmt Corporation,Gmt Corporation,United States,Mexico,NA,23455.17,NA
"Jan 16, 2023",39231003,NA,NA,NA,Deere & Company  Worldwide Logistics Operations,United States,Mexico,NA,100,NA
"Jan 16, 2023",39231003,NA,NA,NA,Deere & Company  Worldwide Logistics Operations,United States,Mexico,NA,260.04,NA
"Jan 16, 2023",39231090,NA, Rcg34 Returnable Container,NA,John Deere Brasil Ltda,Brazil,Spain,NA,35500,"Tangier, Morocco"
"Jan 15, 2023","73259910, 870810",NA,Tractor Spare Parts Mounted Pac Iron Casting Rea Axle Oscillation Support Front,Neosym Industry Ltd,"Neosym Industry Limited ,",India,Mexico,17943.75,NA,"Miami, Florida"
"Jan 15, 2023","847910, 870193",NA,Tractor Oos Unit Serial Engine Umber,John Deere Mexico Sarl,John Deere Mexico Sarl,Mexico,South Africa,10516.05,NA,"New Orleans, Louisiana"
"Jan 15, 2023","847910, 870193",NA,Tractor Oos Unit Serial Engine,NA,NA,NA,South Africa,10495.8,NA,"New Orleans, Louisiana"
"Jan 15, 2023","847910, 870193",NA,Tractor Cab Unit Narrow Oos Serial Mber Engine,John Deere Mexico Sarl,John Deere Mexico Sarl,Mexico,South Africa,10634.85,NA,"New Orleans, Louisiana"
"Jan 15, 2023","847910, 870193",NA,Tractor Cab Unit Oos Serial Engine,NA,NA,NA,South Africa,11627.1,NA,"New Orleans, Louisiana"
"Jan 15, 2023","847910, 870193",NA,Tractor Oos Unit Orde Serial Engin,NA,NA,NA,South Africa,10932.3,NA,"New Orleans, Louisiana"
"Jan 15, 2023","847910, 8701",NA,Unit Tractor Cab Ord Serial Engin Eng,John Deere Mexico Sarl,John Deere Mexico Sarl,Mexico,South Africa,11349,NA,"New Orleans, Louisiana"
"Jan 15, 2023",870870,NA,Service Parts John Deere Equipment Case Type Package Description Hbd Fiber Carton Box Wood,NA,NA,United States,China,7505,NA,"Tacoma, Washington"
"Jan 15, 2023",870870,NA,Service Parts John Deere Equipment Case Type Package Description Jdf Flat Cte Crate Box Wood,NA,NA,United States,China,12666,NA,"Tacoma, Washington"
"Jan 15, 2023",870891,NA,Service Parts John Deere Equipment Case Type Package Description Hbd Fiber Carton Cte Crate,NA,NA,United States,China,7565,NA,"Tacoma, Washington"
"Jan 15, 2023",870870,NA,Service Parts John Deere Equipment Case Type Package Description Skd Skid Cte Crate Carton,NA,NA,United States,China,5356,NA,"Tacoma, Washington"
"Jan 15, 2023",841590,NA,Core Evaporator Heat Cabina,Air Temp De Mexico Sa De Cv,Air Temp De Mexico Sa De Cv,Mexico,India,663,304648.5,"Houston, Texas"
"Jan 15, 2023",841590,NA,Core Evaporator Heat Exchanger,Air Temp De Mexico Sa De Cv,Air Temp De Mexico Sa De Cv,Mexico,India,663,304648.5,"Houston, Texas"
"Jan 15, 2023",842952,NA,New John Deere Hydraulic Excavator Japan Arranged Waybill Unit,Hitachi Construction Machinery Co Ltd,Hitachi Construction Machinery,Japan,United States,83148,702557.25,"Tacoma, Washington"
"Jan 15, 2023",842952,NA,New John Deere Mini Excavator Japan Arranged Waybill Unit,Hitachi Construction Machinery Co Ltd,Hitachi Construction Machinery,Japan,United States,88165,744948.25,"Tacoma, Washington"
"Jan 15, 2023",NA,870899,New John Deere Mini Excavator Hydraulic Japan Arranged Waybill,Hitachi Construction Machinery Co Ltd,Hitachi Construction Machinery,Japan,United States,113044,953161.3,"Tacoma, Washington"
"Jan 15, 2023",330000,NA, Grader Blades,Black Cat Equipment Suzhou Limited,Black Cat Equipment Suzhou Ltd,China,Brazil,NA,57700,"Santos, Brazil"
"Jan 15, 2023",330000,NA, Filter Hose Air Conditioner Heater And Ac Compressor Receiver Drier Wend Hose,Bergstrom Changzhou Climate System,Bergstrom Changzhou Climate System,China,Brazil,NA,41000,"Santos, Brazil"
"Jan 15, 2023",84099904,NA,NA,World Class Industries Incorporated,"World Class Industries, Inc",United States,Mexico,NA,34727.93,NA
